customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,event,survival_time,signup_channel,monthly_revenue,support_tickets,churn_prob,risk_tier,expected_remaining_months,ltv_estimate,revenue_at_risk
9798-DRYDS,Female,No,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.95,1070.7,No,0,17,paid_search,63.23,0,0.011184199,Low,23.7,1498.55,0.71
8532-UEFWH,Male,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1345.85,No,0,52,paid_search,29.52,0,0.003178361,Low,23.9,705.53,0.09
6296-DDOOR,Female,No,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25,No,0,19,social,59.56,2,0.45148358,Medium,13.2,786.19,26.89
7951-VRDVK,Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,No,0,36,organic,87.5,1,0.054165363,Low,22.7,1986.25,4.74
5931-FLJJF,Male,Yes,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,467.55,Yes,1,7,paid_search,68.1,1,0.6868866,Medium,7.5,510.75,46.78
4815-YOSUK,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,No,0,72,organic,105.07,0,0.011277233,Low,23.7,2490.16,1.18
2659-VXMWZ,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,Yes,1,67,referral,110.24,2,0.48228064,Medium,12.4,1366.98,53.17
0380-NEAVX,Male,Yes,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85,3343.15,No,0,34,social,101.26,3,0.8838487,High,2.8,283.53,89.5
3207-OYBWH,Male,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,Yes,1,57,organic,96.84,1,0.40339506,Medium,14.3,1384.81,39.06
4285-GYRQC,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.25,587.1,Yes,1,7,referral,89.52,3,0.9753777,High,0.6,53.71,87.32
7216-EWTRS,Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,Yes,1,1,organic,96.48,5,0.99869126,High,0.0,0.0,96.35
4365-MSDYN,Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,No,0,8,social,18.29,1,0.08982539,Low,21.8,398.72,1.64
7036-TYDEC,Female,No,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0,7028.5,No,0,69,referral,106.6,0,0.07640852,Low,22.2,2366.52,8.15
5802-ADBRC,Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9,No,0,50,referral,101.6,1,0.16978285,Low,19.9,2021.84,17.25
8076-FEZKJ,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,225.85,No,0,10,organic,21.11,1,0.027037116,Low,23.4,493.97,0.57
5197-YPYBZ,Female,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,274.7,No,0,12,social,27.52,2,0.05163517,Low,22.8,627.46,1.42
8337-MSSXB,Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,Yes,1,14,referral,86.24,1,0.6695042,Medium,7.9,681.3,57.74
4312-GVYNH,Female,No,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,3370.2,No,0,70,organic,47.01,1,0.011244401,Low,23.7,1114.14,0.53
8495-LJDFO,Female,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,No,0,64,referral,108.71,0,0.034396037,Low,23.2,2522.07,3.74
0839-JTCUD,Female,No,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,No,0,66,organic,92.82,1,0.03621711,Low,23.1,2144.14,3.36
5494-WOZRZ,Female,No,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85,No,0,71,referral,85.08,0,0.0040646233,Low,23.9,2033.41,0.35
1302-UHBDD,Male,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,No,0,20,organic,90.37,0,0.31038982,Low,16.6,1500.14,28.05
2234-EOFPT,Male,No,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25,No,0,72,referral,77.4,0,0.0028908798,Low,23.9,1849.86,0.22
8619-IJNDK,Female,No,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05,4492.9,No,0,71,paid_search,67.53,1,0.009198486,Low,23.8,1607.21,0.62
8378-LKJAF,Male,No,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,No,0,38,organic,102.79,1,0.5991101,Medium,9.6,986.78,61.58
8182-BJDSI,Female,No,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,Yes,1,28,organic,88.13,2,0.7570029,High,5.8,511.15,66.71
2528-HFYZX,Male,Yes,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,1233.4,Yes,1,17,organic,77.14,2,0.79480857,High,4.9,377.99,61.31
1153-GNOLC,Male,No,No,No,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.1,1309.0,No,0,33,paid_search,39.69,1,0.08005262,Low,22.1,877.15,3.18
3298-QEICA,Female,No,Yes,Yes,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.6,813.45,No,0,23,organic,33.33,0,0.0049021086,Low,23.9,796.59,0.16
0788-DXBFY,Male,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,No,0,58,paid_search,20.25,0,0.009562465,Low,23.8,481.95,0.19
3597-YASZG,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,No,0,70,organic,106.66,1,0.15290193,Low,20.3,2165.2,16.31
3496-LFSZU,Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,294.2,No,0,4,organic,69.91,2,0.8879002,High,2.7,188.76,62.07
5242-UOWHD,Male,No,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,929.2,No,0,45,referral,22.77,1,0.00969081,Low,23.8,541.93,0.22
2482-CZGBB,Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,Yes,1,10,organic,66.49,3,0.9343121,High,1.6,106.38,62.12
6479-SZPLM,Male,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,754.5,No,0,36,social,23.89,3,0.116099514,Low,21.2,506.47,2.77
8097-VBQTZ,Male,No,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9,3883.3,No,0,54,referral,70.01,1,0.14932953,Low,20.4,1428.2,10.45
4500-HKANN,Male,No,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2,No,0,23,referral,61.85,1,0.0155407805,Low,23.6,1459.66,0.96
9917-KWRBE,Female,No,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.35,3211.2,No,0,41,paid_search,78.79,1,0.06420348,Low,22.5,1772.78,5.06
3420-ZDBMA,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,371.6,No,0,5,referral,69.8,0,0.32798952,Low,16.1,1123.78,22.89
2212-LYASK,Male,No,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,No,0,27,organic,45.78,0,0.02452362,Low,23.4,1071.25,1.12
1393-IMKZG,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,No,0,1,organic,92.03,0,0.32003132,Low,16.3,1500.09,29.45
8069-RHUXK,Female,No,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7,No,0,67,organic,37.08,0,0.0025253645,Low,23.9,886.21,0.09
3398-GCPMU,Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.55,6448.85,No,0,72,referral,89.94,1,0.010290695,Low,23.8,2140.57,0.93
2908-WGAXL,Female,No,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1468.9,No,0,56,organic,24.57,1,0.013275711,Low,23.7,582.31,0.33
3378-AJRAO,Male,No,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.85,1013.6,No,0,44,paid_search,26.36,0,0.008367525,Low,23.8,627.37,0.22
1013-QCWAM,Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,No,0,66,social,100.88,0,0.15077889,Low,20.4,2057.95,15.21
0866-QLSIR,Female,No,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,Yes,1,34,referral,65.61,3,0.3184739,Low,16.4,1076.0,20.9
6050-FFXES,Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.35,7240.65,No,0,69,paid_search,107.27,1,0.1738049,Low,19.8,2123.95,18.64
7181-BQYBV,Female,No,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,Yes,1,1,organic,101.35,1,0.8839784,High,2.8,283.78,89.59
0362-RAOQO,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,No,0,40,referral,17.98,1,0.009445761,Low,23.8,427.92,0.17
9554-DFKIC,Male,No,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,No,0,30,paid_search,51.0,2,0.50146,Medium,12.0,612.0,25.57
5527-ACHSO,Female,No,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,829.3,No,0,11,organic,70.75,0,0.12587179,Low,21.0,1485.75,8.91
0829-DDVLK,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,302.45,No,0,15,organic,21.0,1,0.03056863,Low,23.3,489.3,0.64
1399-UBQIU,Male,No,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,712.25,No,0,11,social,66.7,2,0.6560936,Medium,8.3,553.61,43.76
1813-JLKWR,Female,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,1336.65,No,0,64,referral,22.64,1,0.035327338,Low,23.2,525.25,0.8
0336-PIKEI,Male,Yes,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,No,0,72,referral,72.76,0,0.0055584107,Low,23.9,1738.96,0.4
7322-OCWHC,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05,6735.05,No,0,72,referral,88.84,1,0.019316182,Low,23.5,2087.74,1.72
9537-VHDTA,Female,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,No,0,1,paid_search,54.19,1,0.5070781,Medium,11.8,639.44,27.48
4957-TIALW,Female,No,No,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),65.6,1010.0,No,0,15,paid_search,61.65,1,0.047856666,Low,22.9,1411.78,2.95
2054-PJOCK,Female,No,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.55,4847.05,No,0,60,paid_search,82.48,1,0.04768825,Low,22.9,1888.79,3.93
9150-HEPMB,Male,No,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,3019.7,No,0,56,organic,54.14,5,0.91849434,High,2.0,108.28,49.73
9030-QGZNL,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,No,0,8,paid_search,21.49,3,0.21518101,Low,18.8,404.01,4.62
6204-IEUXJ,Female,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.1,217.55,Yes,1,3,referral,79.05,0,0.32319766,Low,16.2,1280.61,25.55
3126-WQMGH,Female,No,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,No,0,49,paid_search,53.16,1,0.2915149,Low,17.0,903.72,15.5
4529-CKBCL,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,146.05,Yes,1,2,referral,82.3,5,0.9977003,High,0.1,8.23,82.11
2506-CLAKW,Female,No,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,Yes,1,6,paid_search,96.18,4,0.9861963,High,0.3,28.85,94.85
7176-WRTNX,Male,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,No,0,70,paid_search,116.9,0,0.06501888,Low,22.4,2618.56,7.6
1583-IHQZE,Male,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,Yes,1,12,paid_search,114.81,1,0.7907903,High,5.0,574.05,90.79
5732-IKGQH,Male,Yes,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,No,0,52,paid_search,105.04,0,0.04083304,Low,23.0,2415.92,4.29
9239-GZHZE,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.65,8124.2,No,0,72,referral,112.57,2,0.04607934,Low,22.9,2577.85,5.19
7205-BAIAD,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,No,0,40,organic,22.47,0,0.003490914,Low,23.9,537.03,0.08
0151-ONTOV,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,Yes,1,1,paid_search,71.92,7,0.9988859,High,0.0,0.0,71.84
4140-MUHUG,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,220.95,Yes,1,3,organic,84.82,1,0.8219489,High,4.3,364.73,69.72
0093-EXYQL,Female,Yes,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,No,0,40,paid_search,90.82,0,0.2710709,Low,17.5,1589.35,24.62
8064-RAVOH,Male,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,49.85,No,0,1,paid_search,51.49,0,0.32256573,Low,16.3,839.29,16.61
0219-QAERP,Male,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,No,0,30,referral,20.03,1,0.03859666,Low,23.1,462.69,0.77
0320-JDNQG,Male,No,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,Yes,1,23,social,102.02,4,0.9688966,High,0.7,71.41,98.85
7180-PISOG,Male,No,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,Yes,1,1,paid_search,73.82,2,0.94046307,High,1.4,103.35,69.42
9168-INPSZ,Female,Yes,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.15,4495.65,No,0,44,referral,102.15,2,0.80814874,High,4.6,469.89,82.55
3571-RFHAR,Male,No,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,Yes,1,65,paid_search,113.54,4,0.94726187,High,1.3,147.6,107.55
0015-UOCOJ,Female,Yes,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,No,0,7,paid_search,44.84,1,0.28770223,Low,17.1,766.76,12.9
5334-AFQJB,Male,Yes,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,No,0,72,organic,24.1,2,0.017990919,Low,23.6,568.76,0.43
2754-SDJRD,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,No,0,8,organic,100.71,0,0.52722186,Medium,11.3,1138.02,53.1
9578-VRMNM,Female,No,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,Yes,1,16,paid_search,67.17,2,0.682207,Medium,7.6,510.49,45.82
1587-FKLZB,Male,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Yes,1,66,paid_search,100.79,4,0.9459764,High,1.3,131.03,95.34
6140-QNRQQ,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55,Yes,1,1,organic,76.17,4,0.99333465,High,0.2,15.23,75.66
8963-JLGJT,Male,No,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.9,157.55,No,0,3,organic,55.66,1,0.38950512,Low,14.7,818.2,21.68
4307-KTUMW,Male,No,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.9,5029.2,Yes,1,53,organic,92.15,2,0.60241604,Medium,9.5,875.42,55.51
1465-LNTLJ,Male,Yes,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,No,0,8,social,63.96,2,0.75396997,High,5.9,377.36,48.22
5440-FLBQG,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.4,7318.2,Yes,1,69,organic,107.76,0,0.19183081,Low,19.4,2090.54,20.67
2135-DQWAQ,Female,No,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.3,420.45,No,0,5,paid_search,85.16,0,0.433083,Medium,13.6,1158.18,36.88
4056-QHXHZ,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.45,7576.7,No,0,72,organic,105.49,0,0.016380252,Low,23.6,2489.56,1.73
7470-MCQTK,Female,No,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,Yes,1,13,paid_search,50.32,3,0.91399264,High,2.1,105.67,45.99
7488-MXJIV,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,321.65,Yes,1,4,organic,86.39,4,0.9933161,High,0.2,17.28,85.81
7401-JIXNM,Female,No,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965.0,No,0,54,organic,88.77,3,0.32007113,Low,16.3,1446.95,28.41
9339-FIIJL,Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,No,0,72,paid_search,87.89,1,0.020563288,Low,23.5,2065.42,1.81
2027-FECZV,Male,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,Yes,1,12,organic,105.08,7,0.9992893,High,0.0,0.0,105.01
2672-DZUOY,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,25.15,Yes,1,1,organic,22.78,4,0.97950464,High,0.5,11.39,22.31
4706-DGAHW,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,No,0,1,organic,45.37,1,0.58216304,Medium,10.0,453.7,26.41
3870-MQAMG,Female,No,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.35,5893.15,Yes,1,54,organic,106.83,3,0.82053924,High,4.3,459.37,87.66
6670-MFRPK,Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.2,5420.65,No,0,69,organic,80.38,1,0.06473114,Low,22.4,1800.51,5.2
6177-PEVRA,Female,No,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),55.5,2627.35,No,0,48,organic,49.82,0,0.005131333,Low,23.9,1190.7,0.26
4800-CZMPC,Female,No,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.25,5037.55,Yes,1,48,referral,101.19,6,0.99585813,High,0.1,10.12,100.77
4813-HQMGZ,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,No,0,8,paid_search,93.4,2,0.7962588,High,4.9,457.66,74.37
7579-KKLOE,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25,6589.6,No,0,71,paid_search,89.88,2,0.023503788,Low,23.4,2103.19,2.11
7377-DMMRI,Male,No,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.8,92.45,Yes,1,2,organic,46.78,3,0.9317193,High,1.6,74.85,43.59
8402-EIVQS,Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.9,6733.15,No,0,67,social,103.45,0,0.050911374,Low,22.8,2358.66,5.27
4947-DSMXK,Male,No,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,No,0,34,paid_search,96.11,0,0.2943235,Low,16.9,1624.26,28.29
7245-NIIWQ,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,199.85,No,0,3,organic,71.38,0,0.37395486,Low,15.0,1070.7,26.69
0002-ORFBO,Female,No,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,65.6,593.3,No,0,9,paid_search,67.95,1,0.07658022,Low,22.2,1508.49,5.2
3324-OIRTO,Male,No,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,No,0,71,organic,105.61,1,0.03464871,Low,23.2,2450.15,3.66
5414-OFQCB,Male,No,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),90.45,5229.8,No,0,57,organic,87.56,0,0.033071335,Low,23.2,2031.39,2.9
4967-WPNCF,Male,No,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.7,4464.8,No,0,72,paid_search,62.49,0,0.001453563,Low,24.0,1499.76,0.09
8552-OBVRU,Female,Yes,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.5,5068.05,No,0,48,referral,109.93,0,0.09692555,Low,21.7,2385.48,10.66
8499-BRXTD,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,401.85,No,0,18,paid_search,19.12,0,0.0052543334,Low,23.9,456.97,0.1
9154-QDGTH,Male,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.3,4451.85,No,0,43,referral,110.27,1,0.17043331,Low,19.9,2194.37,18.79
8197-BFWVU,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.95,No,0,72,social,96.67,0,0.004529184,Low,23.9,2310.41,0.44
2577-GVSIL,Male,No,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.45,2661.1,No,0,35,organic,74.49,0,0.008720938,Low,23.8,1772.86,0.65
